longitude,latitude
-73.91927296330276,40.84809728449429
-73.921858,40.849619499999996
-73.92038186807117,40.850091036924155
-73.92046510937499,40.85139238459429
-73.912466,40.8521915
-73.91269865439034,40.85273782380383
-73.89544175917668,40.850427209582925
-73.92025972956675,40.839395319455235
-73.92750074701496,40.83533419957267
-73.92651200000002,40.8353765
-73.91779965039471,40.829665988941954
-73.91973011175041,40.81570379461279
-73.9176315,40.819322
-73.92605644150704,40.81094457878295
-73.91851057980242,40.81341747167758
-73.91747060256415,40.801021003134515
-73.91756545248928,40.80512928102982
-73.90736223620509,40.84439201825719
-73.91068965667633,40.83604899301752
-73.9055448599276,40.83861714778284
-73.89513070859084,40.83192302202651
-73.88869936161807,40.84053607091167
-73.88672324047441,40.84488810105076
-73.889384733642,40.84484478453304
-73.87660729172839,40.838780817487
-73.87481142266309,40.839016786556584
-73.8750895,40.839109
-73.88238067664534,40.84426703539069
-73.89369200000002,40.833224
-73.8931855,40.835367
-73.88646602108004,40.83848537472967
-73.88126749999999,40.83237199999999
-73.87221399999999,40.833178000000004
-73.87944138556118,40.83371354446546
-73.91511476033813,40.822572863148274
-73.91524387173135,40.823751481759984
-73.90000800716558,40.82233425737609
-73.89652600328472,40.825356403709485
-73.91027488007121,40.821032849717945
-73.91004580788565,40.82162848216932
-73.89045625425469,40.82889598562206
-73.88212600000001,40.827794
-73.87858608560231,40.827270358465206
-73.87738372236947,40.82798046493708
-73.88119100000002,40.830090999999996
-73.88331427711263,40.818453046503556
-73.8921742485134,40.81981195210216
-73.88257739354285,40.81800376638605
-73.8709162710611,40.83356053719802
-73.8694678928523,40.834971379529634
-73.87063349999998,40.83656349999999
-73.86966845095964,40.8253326136506
-73.8705935,40.821991
-73.90806092466532,40.812583473166136
-73.907303,40.81358699999999
-73.87059708716232,40.8052627847445
-73.9183443088907,40.84791731437014
-73.91943299122364,40.84859802470151
-73.91799779749455,40.85168954855609
-73.914935,40.8562625
-73.90685945391655,40.85664932998974
-73.91520804720336,40.857441274329126
-73.91035544811189,40.849752907508844
-73.9081789081455,40.850206258503306
-73.91465699999999,40.854596
-73.91116288104817,40.85535984008957
-73.90311443955535,40.847734218428656
-73.89197392471304,40.847140268011174
-73.89109766578069,40.84962374198037
-73.9271575,40.846405
-73.92106572438549,40.84266192384115
-73.92862137820391,40.83141916291354
-73.9166467031117,40.831250732059694
-73.9260956541616,40.834762554532205
-73.923544,40.83617350000001
-73.92447358088516,40.83683929568931
-73.91745799999998,40.823741000000005
-73.9182867995512,40.82719048022342
-73.91674576539552,40.82802896459915
-73.9305129646987,40.816756212441845
-73.93149599999998,40.80944599999999
-73.91694068205172,40.80508260784663
-73.90500723179584,40.83993539774144
-73.90178636753406,40.84098719685327
-73.90327849999998,40.84310649999999
-73.88895595460622,40.839623780049706
-73.88799549999997,40.84060899999999
-73.88661009719164,40.84671895582545
-73.87976477916727,40.839318983492454
-73.87614154012526,40.84021599272299
-73.88789455892174,40.83063382108228
-73.88703163415784,40.83631671923632
-73.88064166442213,40.83183171543064
-73.87938366894664,40.83249522070224
-73.88088149999999,40.833189000000004
-73.91451717430147,40.82463436162797
-73.9088469033263,40.82996161866042
-73.9006122243655,40.823130932357756
-73.90355855636778,40.826393064897296
-73.9013425,40.827826
-73.91091355595462,40.81452096696772
-73.90653241396619,40.8184490380091
-73.91527237058187,40.81948923996427
-73.9156665,40.8220015
-73.90147643376162,40.81695563400285
-73.89590621197493,40.81731942198927
-73.89414377226764,40.81869519358296
-73.88795821417715,40.82417974266501
-73.89154331039407,40.82892888713931
-73.88203825869806,40.82274005229267
-73.87931800000001,40.830248499999996
-73.87905464834087,40.83027122222222
-73.89367252102072,40.81919067494043
-73.8707695,40.831199000000005
-73.9158435891747,40.808117602867206
-73.913331,40.809152999999995
-73.9068853017544,40.81066195980861
-73.91584324666348,40.81269107775827
-73.91575476734025,40.80473889165945
-73.8854095,40.807885500000005
-73.88376017083112,40.809721361610784
-73.88294828585795,40.809446621165456
-73.88857150000001,40.79722350000001
-73.87367950000001,40.80233750000001
-73.91741873510747,40.84735184483
-73.92024723231498,40.85027403086997
-73.9177304359862,40.85125755682296
-73.90461675343222,40.85627221997175
-73.90812454165648,40.85080834771244
-73.90656272186123,40.85378498700425
-73.90311982282054,40.847298583570364
-73.8951283198096,40.851863504059295
-73.9038207845491,40.8532294725812
-73.8987367027862,40.85357086640247
-73.91979949999998,40.840595500000006
-73.9217038663767,40.84337634522768
-73.93342302207579,40.83251724412907
-73.9206847156299,40.831521445302194
-73.91745065022863,40.838134499745465
-73.91874338192041,40.824464522031704
-73.9184498687865,40.82804001115454
-73.92184019360961,40.809154639538555
-73.9169304887264,40.81041879105064
-73.90975800000001,40.841175
-73.91424205062289,40.840887085857034
-73.9102051575007,40.84151859400545
-73.9122158159822,40.84599292719325
-73.91435070207649,40.83066474456674
-73.9075252925094,40.83863102169305
-73.89004785624005,40.8403195744703
-73.88904677999219,40.84291389800703
-73.87438513932673,40.840961945097526
-73.8761103628282,40.84150267519201
-73.8813335,40.83141200000001
-73.87941677734703,40.83262803659592
-73.90690552506882,40.82406288256187
-73.91423594065607,40.8248759312895
-73.91393972225922,40.81553961799455
-73.90533497319299,40.81888672778718
-73.91123485424261,40.81970894134818
-73.91161461275925,40.82165544149815
-73.89721946578497,40.820758369428944
-73.88841479273806,40.8242860497297
-73.88652064504434,40.8280309922736
-73.8772185,40.825481999999994
-73.87981459674027,40.83033231072555
-73.89357096004916,40.81593375577525
-73.88667000000001,40.817894
-73.91330607754635,40.80652759695092
-73.91251020000081,40.80868472617698
-73.90596078942605,40.81177263146424
-73.88816849235845,40.80743281858504
-73.9173277294858,40.851897985322175
-73.9129192020643,40.85594262497531
-73.90684474634648,40.85600975036059
-73.91201990194399,40.8580610308747
-73.91166888642097,40.85961327600613
-73.90711566589309,40.847065215015895
-73.91015850000001,40.849447
-73.9135971058421,40.851968660040704
-73.9152545,40.8529315
-73.914986,40.8547605
-73.90258019755419,40.85063801225074
-73.90108449360469,40.85134984808111
-73.88801119047474,40.848183524932864
-73.9163135,40.83087999999999
-73.92180000857685,40.83322532694632
-73.92054625505557,40.833978271878024
-73.92852801284647,40.814467900171486
-73.9293955,40.81934449999999
-73.92175866285818,40.81840651037904
-73.92883673862387,40.80694786834777
-73.93217190664993,40.81286332178558
-73.921164,40.8039345
-73.90935483632711,40.84020078842663
-73.90946049999998,40.840644
-73.90809274058542,40.84392452529489
-73.911832,40.846233000000005
-73.89821720692069,40.842041023625505
-73.91224045876434,40.836962689251116
-73.8952662799748,40.83072314903591
-73.89513072811648,40.83168577236469
-73.89620625469132,40.832702031652765
-73.88872500000001,40.8435755
-73.87447532887478,40.839290765620824
-73.87218542444987,40.83933206344494
-73.88297803946804,40.84391822619472
-73.8857590386927,40.83246604877083
-73.8870567373284,40.83279402196699
-73.88703035571125,40.833747767289495
-73.89089799999999,40.83528200000001
-73.88032376713626,40.832672067307804
-73.90286483711937,40.82244229804076
-73.9029287745694,40.824485989564096
-73.89889924735698,40.82803280815614
-73.8986778341659,40.82851334431162
-73.901936,40.829371
-73.9115282213113,40.81812419445702
-73.89991001076712,40.81606708930483
-73.898736,40.8171755
-73.87673823799372,40.823275232267505
-73.8748515,40.8253185
-73.87403549999999,40.825739000000006
-73.8795455,40.8272725
-73.8759865,40.8282395
-73.8810675,40.829553999999995
-73.8883636856348,40.81607262493677
-73.88748006273514,40.81909472462848
-73.86946632148458,40.83402021310333
-73.87160123653923,40.82620339877496
-73.91401393197346,40.80579101034299
-73.8855851736854,40.80573545707871
-73.92188606161459,40.84998667277226
-73.907151,40.8556345
-73.91486571150163,40.85051087449473
-73.91570742590378,40.85106980626824
-73.914649,40.852318499999996
-73.91556177063794,40.85460639115892
-73.9011815,40.84926
-73.9033014834258,40.85408364008358
-73.92157090057509,40.84198578675819
-73.9165985,40.84333
-73.91845832705296,40.835262821954224
-73.92980566202553,40.82844541703962
-73.92882516681426,40.81870685287086
-73.92836860505219,40.81955732029335
-73.928073,40.821279
-73.92528430412482,40.81919384357588
-73.917951,40.81939
-73.92631417224497,40.819882652372065
-73.91610800000001,40.8119865
-73.91709015851609,40.81306820768179
-73.90134543342808,40.845018689875324
-73.90212799999999,40.84616249999999
-73.90886751840024,40.835049541581796
-73.91042116502638,40.83685181209814
-73.89485630275477,40.83496672586829
-73.90383769107427,40.837518536912704
-73.902386144964,40.83753334810389
-73.89306093083854,40.842856265506455
-73.8907495,40.846908500000005
-73.87631671682128,40.8392064117771
-73.88201986109722,40.84177738923067
-73.8886318421877,40.831046689283575
-73.88660554915839,40.83137860629721
-73.8917496168886,40.831902213302826
-73.89349829586304,40.83516945275364
-73.87554830455838,40.83232727803153
-73.8799015,40.8328435
-73.89715299999999,40.822514000000005
-73.90305116011592,40.82735916923262
-73.90344858409843,40.82899547502222
-73.90786089752295,40.81528272589966
-73.90534875368904,40.821246003141376
-73.91287502366438,40.82207563810207
-73.90004605947956,40.817085335192075
-73.90122004258942,40.81728464735945
-73.90393747398888,40.81742674798304
-73.90331852962797,40.82029784059585
-73.89064888756025,40.829089983451915
-73.88021666613443,40.82279124137701
-73.87583724800618,40.82444413843478
-73.87582450000001,40.82532000000001
-73.87627900000001,40.8254625
-73.88711042031179,40.817951565111585
-73.8901825,40.820965
-73.8828225214788,40.81630610305457
-73.8695305,40.83719949999999
-73.87098722280986,40.828002470551304
-73.87041696397358,40.829795910501986
-73.90621065882931,40.81014686738071
-73.87662634945045,40.80385184996276
-73.921018,40.849327499999994
-73.915462,40.856033000000004
-73.90646450028925,40.848206892911165
-73.91250183154406,40.85110649466511
-73.9038702355214,40.8477304692728
-73.90192638557781,40.85513090690201
-73.92966669766137,40.831358050509905
-73.93142634632379,40.83149250993848
-73.92824101995681,40.83132289834908
-73.92946920023951,40.83165217402767
-73.928481,40.834225999999994
-73.92622317363741,40.83263507735271
-73.919603957929,40.83396620511598
-73.92351984815173,40.82448772379624
-73.93049948453668,40.81411783949449
