datetime,longitude,latitude,uhi_index,land_surface_temp,band1,band2,band3,band4,air_temp_at_surface_,relative_humidity_,avg_wind_speed_,wind_direction_,solar_flux_,nearest_building_lon,nearest_building_lat
2021-07-24 15:53:00,-73.90916667,40.81310667,1.030288903,38.393941100000006,846.0,1036.0,1502.0,1906.0,27.0,47.0,3.0,180.5,613.0,-73.90939535049142,40.813538689322
2021-07-24 15:53:00,-73.90918667,40.813045,1.030288903,38.393941100000006,846.0,1036.0,1502.0,1906.0,27.0,47.0,3.0,180.5,613.0,-73.90939535049142,40.813538689322
2021-07-24 15:53:00,-73.909215,40.81297833,1.023797758,37.78553354000002,846.0,709.0,1668.0,2190.0,27.0,47.0,3.0,180.5,613.0,-73.90886444386157,40.8125061012143
2021-07-24 15:53:00,-73.90924167,40.81290833,1.023797758,37.78553354000002,846.0,657.0,1668.0,2182.0,27.0,47.0,3.0,180.5,613.0,-73.90886444386157,40.8125061012143
2021-07-24 15:53:00,-73.90925667,40.812845,1.021634043,37.35828104000001,846.0,745.0,1728.0,2112.0,27.0,47.0,3.0,180.5,613.0,-73.90886444386157,40.8125061012143
2021-07-24 15:53:00,-73.90928,40.81277667,1.021634043,37.35828104000001,846.0,745.0,1728.0,2112.0,27.0,47.0,3.0,180.5,613.0,-73.90886444386157,40.8125061012143
2021-07-24 15:53:00,-73.90931167,40.81271,1.015142899,37.35828104000001,846.0,767.0,1728.0,2354.0,27.0,47.0,3.0,180.5,613.0,-73.90976271272746,40.81261434168894
2021-07-24 15:53:00,-73.90934,40.81264333,1.015142899,37.35828104000001,1152.0,851.0,1769.0,2216.0,27.0,47.0,3.0,180.5,613.0,-73.90976271272746,40.81261434168894
2021-07-24 15:53:00,-73.90936333,40.81256167,1.012979184,37.09167548000005,1152.0,835.0,1769.0,2072.0,27.0,47.0,3.0,180.5,613.0,-73.90976271272746,40.81261434168894
2021-07-24 15:53:00,-73.90938333,40.812485,1.012979184,37.09167548000005,1152.0,766.0,1460.0,2114.0,27.0,47.0,3.0,180.5,613.0,-73.90976271272746,40.81261434168894
2021-07-24 15:53:00,-73.90939333,40.81240333,1.010815469,37.09167548000005,1152.0,766.0,1460.0,2114.0,27.0,47.0,3.0,180.5,613.0,-73.90976271272746,40.81261434168894
2021-07-24 15:53:00,-73.90942,40.81233,1.010815469,37.09167548000005,1152.0,759.0,1460.0,1658.0,27.0,47.0,3.0,180.5,613.0,-73.90976271272746,40.81261434168894
2021-07-24 15:53:00,-73.90945333,40.81223667,1.010815469,37.06433132000001,1152.0,743.0,1720.0,1360.0,27.0,47.0,3.0,180.5,613.0,-73.90937284463064,40.8118343310899
2021-07-24 15:53:00,-73.90947667,40.81216333,1.010815469,36.70202119999999,1152.0,1160.0,1327.0,1874.0,27.0,47.0,3.0,180.5,613.0,-73.90937284463064,40.8118343310899
2021-07-24 15:53:00,-73.90949333,40.81209333,1.010815469,36.70202119999999,1326.0,1570.0,2028.0,2020.0,27.0,47.0,3.0,180.5,613.0,-73.90937284463064,40.8118343310899
2021-07-24 15:53:00,-73.90952167,40.81203167,1.010815469,37.09509350000002,1326.0,1618.0,2028.0,1936.0,27.0,47.0,3.0,180.5,613.0,-73.90937284463064,40.8118343310899
2021-07-24 15:53:00,-73.90953,40.81198167,1.010815469,37.09509350000002,1326.0,1618.0,2028.0,1936.0,27.0,47.0,3.0,180.5,613.0,-73.90937284463064,40.8118343310899
2021-07-24 15:54:00,-73.90954833,40.81194,1.010815469,37.09509350000002,1326.0,1260.0,1785.0,1716.0,27.0,47.0,3.0,180.5,613.0,-73.90937284463064,40.8118343310899
2021-07-24 15:54:00,-73.90956333,40.8119,1.010815469,37.09509350000002,1326.0,2334.0,1785.0,2770.0,27.0,47.0,3.0,180.5,613.0,-73.90937284463064,40.8118343310899
2021-07-24 15:54:00,-73.90958167,40.81186333,1.010815469,37.09509350000002,1326.0,2334.0,1785.0,2770.0,27.0,47.0,3.0,180.5,613.0,-73.90937284463064,40.8118343310899
2021-07-24 15:54:00,-73.9096,40.81181167,1.012979184,37.09509350000002,1326.0,1646.0,1785.0,1850.0,27.0,47.0,3.0,180.5,613.0,-73.90937284463064,40.8118343310899
2021-07-24 15:54:00,-73.909615,40.81175333,1.012979184,37.44373154000005,1326.0,1354.0,1628.0,1562.0,27.0,47.0,3.0,180.5,613.0,-73.90937284463064,40.8118343310899
2021-07-24 15:54:00,-73.90963167,40.8117,1.012979184,37.44373154000005,1326.0,1354.0,1628.0,1562.0,27.0,47.0,3.0,180.5,613.0,-73.90937284463064,40.8118343310899
2021-07-24 15:54:00,-73.90964667,40.81164333,1.012979184,37.44373154000005,959.0,2256.0,2288.0,2610.0,27.0,47.0,3.0,180.5,613.0,-73.90937284463064,40.8118343310899
2021-07-24 15:54:00,-73.90966167,40.81157833,1.012979184,37.44373154000005,732.0,2380.0,2343.0,2678.0,27.0,47.0,3.0,180.5,613.0,-73.90937284463064,40.8118343310899
2021-07-24 15:54:00,-73.909675,40.81151,1.012979184,37.44373154000005,732.0,2380.0,2343.0,2678.0,27.0,47.0,3.0,180.5,613.0,-73.91003833365743,40.81168648882837
2021-07-24 15:54:00,-73.90969333,40.81144167,1.012979184,37.495001839999986,732.0,1320.0,2343.0,2556.0,27.0,47.0,3.0,180.5,613.0,-73.91003833365743,40.81168648882837
2021-07-24 15:54:00,-73.909705,40.81137667,1.012979184,37.495001839999986,732.0,717.0,2045.0,2630.0,27.0,47.0,3.0,180.5,613.0,-73.91003833365743,40.81168648882837
2021-07-24 15:54:00,-73.90971333,40.81132,1.012979184,37.495001839999986,732.0,717.0,2045.0,2630.0,27.0,47.0,3.0,180.5,613.0,-73.9093655394061,40.811060795109846
2021-07-24 15:54:00,-73.909745,40.81123,1.012979184,37.334354899999994,732.0,800.0,2045.0,2214.0,27.0,47.0,3.0,180.5,613.0,-73.9093655394061,40.811060795109846
